Hospital_ID,Hospital_Name,City,Latitude,Longitude,Item_Name,Category,Quantity_Available,Minimum_Required,Status,Expiry_Date
HOSP-1607,Coimbatore Medical College,Coimbatore,11.0168,76.9558,Paracetamol IV,Medicine,732,200,Normal,2026-02-19
HOSP-1608,Thanjavur Medical College,Thanjavur,10.787,79.1378,Paracetamol IV,Medicine,566,200,Normal,2026-12-11
HOSP-1609,Tirunelveli Medical College,Tirunelveli,8.7139,77.7567,Remdesivir Injection,Medicine,203,100,Normal,2027-10-18
HOSP-1610,Tirunelveli Medical College,Tirunelveli,8.7139,77.7567,N95 Masks,PPE,602,300,Normal,2027-08-24
HOSP-1611,Thanjavur Medical College,Thanjavur,10.787,79.1378,Remdesivir Injection,Medicine,306,100,Normal,2027-10-14
HOSP-1612,Govt Hospital Srivilliputhur,Srivilliputhur,9.5105,77.633,Oxygen Cylinder (B-Type),Respiratory,57,50,Normal,2027-06-21
HOSP-1613,Madurai Medical College,Madurai,9.9252,78.1198,N95 Masks,PPE,604,300,Normal,2026-11-11
HOSP-1614,Govt Hospital Srivilliputhur,Srivilliputhur,9.5105,77.633,Ventilator Circuit,Equipment,15,15,Normal,2026-07-03
HOSP-1615,Tirunelveli Medical College,Tirunelveli,8.7139,77.7567,Oxygen Cylinder (B-Type),Respiratory,214,50,Normal,2026-01-01
HOSP-1616,Rajiv Gandhi Govt General Hospital,Chennai,13.0827,80.2707,Blood Bag (O+ Positive),Blood Bank,4,20,CRITICAL,2026-02-15
HOSP-1617,Apollo Speciality Hospitals,Trichy,10.7905,78.7047,Paracetamol IV,Medicine,419,200,Normal,2026-08-08
HOSP-1618,Madurai Medical College,Madurai,9.9252,78.1198,Blood Bag (O+ Positive),Blood Bank,46,20,Normal,2027-04-07
HOSP-1619,Tirunelveli Medical College,Tirunelveli,8.7139,77.7567,Surgical Gloves (Sterile),Consumables,2109,500,Normal,2026-08-03
HOSP-1620,Coimbatore Medical College,Coimbatore,11.0168,76.9558,Remdesivir Injection,Medicine,19,100,CRITICAL,2027-02-21
HOSP-1621,Thanjavur Medical College,Thanjavur,10.787,79.1378,Surgical Gloves (Sterile),Consumables,1884,500,Normal,2026-08-25
HOSP-1622,Salem Govt Hospital,Salem,11.6643,78.146,N95 Masks,PPE,902,300,Normal,2026-04-25
HOSP-1623,Apollo Speciality Hospitals,Trichy,10.7905,78.7047,Paracetamol IV,Medicine,305,200,Normal,2026-11-12
HOSP-1624,Apollo Speciality Hospitals,Trichy,10.7905,78.7047,Surgical Gloves (Sterile),Consumables,1732,500,Normal,2026-11-10
HOSP-1625,Madurai Medical College,Madurai,9.9252,78.1198,Blood Bag (O+ Positive),Blood Bank,62,20,Normal,2027-02-14
HOSP-1626,Coimbatore Medical College,Coimbatore,11.0168,76.9558,N95 Masks,PPE,533,300,Normal,2026-08-28
HOSP-1627,Thanjavur Medical College,Thanjavur,10.787,79.1378,Surgical Gloves (Sterile),Consumables,1581,500,Normal,2026-01-02
HOSP-1628,Madurai Medical College,Madurai,9.9252,78.1198,Surgical Gloves (Sterile),Consumables,550,500,Normal,2027-11-06
HOSP-1629,Tirunelveli Medical College,Tirunelveli,8.7139,77.7567,Blood Bag (O+ Positive),Blood Bank,2,20,CRITICAL,2027-03-07
HOSP-1630,Salem Govt Hospital,Salem,11.6643,78.146,N95 Masks,PPE,489,300,Normal,2026-09-11
HOSP-1631,Madurai Medical College,Madurai,9.9252,78.1198,Insulin Vials,Medicine,307,150,Normal,2027-08-06
HOSP-1632,Salem Govt Hospital,Salem,11.6643,78.146,Blood Bag (O+ Positive),Blood Bank,7,20,CRITICAL,2027-01-31
HOSP-1633,Rajiv Gandhi Govt General Hospital,Chennai,13.0827,80.2707,Ventilator Circuit,Equipment,19,15,Normal,2027-06-07
HOSP-1634,Tirunelveli Medical College,Tirunelveli,8.7139,77.7567,N95 Masks,PPE,755,300,Normal,2026-08-03
HOSP-1635,Govt Hospital Srivilliputhur,Srivilliputhur,9.5105,77.633,Remdesivir Injection,Medicine,282,100,Normal,2027-04-05
HOSP-1636,Rajiv Gandhi Govt General Hospital,Chennai,13.0827,80.2707,Oxygen Cylinder (B-Type),Respiratory,134,50,Normal,2027-01-07
HOSP-1637,Govt Hospital Srivilliputhur,Srivilliputhur,9.5105,77.633,Surgical Gloves (Sterile),Consumables,2116,500,Normal,2026-08-22
HOSP-1638,Madurai Medical College,Madurai,9.9252,78.1198,N95 Masks,PPE,1412,300,Normal,2026-03-27
HOSP-1639,Rajiv Gandhi Govt General Hospital,Chennai,13.0827,80.2707,Paracetamol IV,Medicine,876,200,Normal,2027-08-06
HOSP-1640,Salem Govt Hospital,Salem,11.6643,78.146,N95 Masks,PPE,1486,300,Normal,2026-01-25
HOSP-1641,Thanjavur Medical College,Thanjavur,10.787,79.1378,Insulin Vials,Medicine,31,150,CRITICAL,2027-02-15
HOSP-1642,Apollo Speciality Hospitals,Trichy,10.7905,78.7047,Blood Bag (O+ Positive),Blood Bank,30,20,Normal,2027-09-08
HOSP-1643,Madurai Medical College,Madurai,9.9252,78.1198,Paracetamol IV,Medicine,763,200,Normal,2026-11-17
HOSP-1644,Apollo Speciality Hospitals,Trichy,10.7905,78.7047,Ventilator Circuit,Equipment,33,15,Normal,2026-08-29
HOSP-1645,Apollo Speciality Hospitals,Trichy,10.7905,78.7047,Ventilator Circuit,Equipment,46,15,Normal,2027-09-27
HOSP-1646,Salem Govt Hospital,Salem,11.6643,78.146,Paracetamol IV,Medicine,435,200,Normal,2027-08-21
HOSP-1647,Rajiv Gandhi Govt General Hospital,Chennai,13.0827,80.2707,Insulin Vials,Medicine,596,150,Normal,2026-05-21
HOSP-1648,Thanjavur Medical College,Thanjavur,10.787,79.1378,Paracetamol IV,Medicine,672,200,Normal,2026-08-03
HOSP-1649,Coimbatore Medical College,Coimbatore,11.0168,76.9558,Remdesivir Injection,Medicine,202,100,Normal,2026-11-06
HOSP-1650,Madurai Medical College,Madurai,9.9252,78.1198,Blood Bag (O+ Positive),Blood Bank,29,20,Normal,2027-06-08
HOSP-1651,Thanjavur Medical College,Thanjavur,10.787,79.1378,Paracetamol IV,Medicine,540,200,Normal,2026-05-25
HOSP-1652,Govt Hospital Srivilliputhur,Srivilliputhur,9.5105,77.633,N95 Masks,PPE,1301,300,Normal,2027-08-04
HOSP-1653,Apollo Speciality Hospitals,Trichy,10.7905,78.7047,Ventilator Circuit,Equipment,69,15,Normal,2026-03-31
HOSP-1654,Salem Govt Hospital,Salem,11.6643,78.146,Oxygen Cylinder (B-Type),Respiratory,212,50,Normal,2027-01-08
HOSP-1655,Madurai Medical College,Madurai,9.9252,78.1198,Blood Bag (O+ Positive),Blood Bank,98,20,Normal,2026-09-02
HOSP-1656,Madurai Medical College,Madurai,9.9252,78.1198,Blood Bag (O+ Positive),Blood Bank,55,20,Normal,2026-12-28
HOSP-1657,Apollo Speciality Hospitals,Trichy,10.7905,78.7047,Oxygen Cylinder (B-Type),Respiratory,186,50,Normal,2026-02-26
HOSP-1658,Rajiv Gandhi Govt General Hospital,Chennai,13.0827,80.2707,Ventilator Circuit,Equipment,45,15,Normal,2027-08-05
HOSP-1659,Madurai Medical College,Madurai,9.9252,78.1198,Insulin Vials,Medicine,681,150,Normal,2027-02-02
HOSP-1660,Apollo Speciality Hospitals,Trichy,10.7905,78.7047,Ventilator Circuit,Equipment,35,15,Normal,2026-06-17
HOSP-1661,Rajiv Gandhi Govt General Hospital,Chennai,13.0827,80.2707,Ventilator Circuit,Equipment,44,15,Normal,2027-02-15
HOSP-1662,Govt Hospital Srivilliputhur,Srivilliputhur,9.5105,77.633,N95 Masks,PPE,512,300,Normal,2027-11-19
HOSP-1663,Madurai Medical College,Madurai,9.9252,78.1198,Surgical Gloves (Sterile),Consumables,1993,500,Normal,2025-12-27
HOSP-1664,Salem Govt Hospital,Salem,11.6643,78.146,Remdesivir Injection,Medicine,321,100,Normal,2026-08-19
HOSP-1665,Coimbatore Medical College,Coimbatore,11.0168,76.9558,N95 Masks,PPE,531,300,Normal,2026-04-14
HOSP-1666,Thanjavur Medical College,Thanjavur,10.787,79.1378,Insulin Vials,Medicine,711,150,Normal,2027-07-22
HOSP-1667,Salem Govt Hospital,Salem,11.6643,78.146,N95 Masks,PPE,191,300,CRITICAL,2026-12-13
HOSP-1668,Coimbatore Medical College,Coimbatore,11.0168,76.9558,Paracetamol IV,Medicine,603,200,Normal,2026-05-15
HOSP-1669,Apollo Speciality Hospitals,Trichy,10.7905,78.7047,Surgical Gloves (Sterile),Consumables,529,500,Normal,2026-07-09
HOSP-1670,Tirunelveli Medical College,Tirunelveli,8.7139,77.7567,Surgical Gloves (Sterile),Consumables,923,500,Normal,2027-01-06
HOSP-1671,Madurai Medical College,Madurai,9.9252,78.1198,N95 Masks,PPE,817,300,Normal,2027-04-26
HOSP-1672,Rajiv Gandhi Govt General Hospital,Chennai,13.0827,80.2707,Ventilator Circuit,Equipment,28,15,Normal,2026-03-14
HOSP-1673,Thanjavur Medical College,Thanjavur,10.787,79.1378,Remdesivir Injection,Medicine,3,100,CRITICAL,2027-10-18
HOSP-1674,Rajiv Gandhi Govt General Hospital,Chennai,13.0827,80.2707,Surgical Gloves (Sterile),Consumables,190,500,CRITICAL,2027-03-20
HOSP-1675,Apollo Speciality Hospitals,Trichy,10.7905,78.7047,Paracetamol IV,Medicine,881,200,Normal,2027-09-17
HOSP-1676,Govt Hospital Srivilliputhur,Srivilliputhur,9.5105,77.633,Oxygen Cylinder (B-Type),Respiratory,151,50,Normal,2027-11-08
HOSP-1677,Madurai Medical College,Madurai,9.9252,78.1198,Oxygen Cylinder (B-Type),Respiratory,123,50,Normal,2026-06-05
HOSP-1678,Apollo Speciality Hospitals,Trichy,10.7905,78.7047,Insulin Vials,Medicine,350,150,Normal,2027-10-25
HOSP-1679,Rajiv Gandhi Govt General Hospital,Chennai,13.0827,80.2707,N95 Masks,PPE,734,300,Normal,2026-03-28
HOSP-1680,Coimbatore Medical College,Coimbatore,11.0168,76.9558,Surgical Gloves (Sterile),Consumables,2070,500,Normal,2026-10-31
HOSP-1681,Salem Govt Hospital,Salem,11.6643,78.146,Oxygen Cylinder (B-Type),Respiratory,41,50,CRITICAL,2026-04-27
HOSP-1682,Rajiv Gandhi Govt General Hospital,Chennai,13.0827,80.2707,Insulin Vials,Medicine,56,150,CRITICAL,2026-10-27
HOSP-1683,Madurai Medical College,Madurai,9.9252,78.1198,Paracetamol IV,Medicine,857,200,Normal,2027-07-24
HOSP-1684,Coimbatore Medical College,Coimbatore,11.0168,76.9558,Paracetamol IV,Medicine,246,200,Normal,2027-07-22
HOSP-1685,Tirunelveli Medical College,Tirunelveli,8.7139,77.7567,Insulin Vials,Medicine,456,150,Normal,2027-11-14
HOSP-1686,Madurai Medical College,Madurai,9.9252,78.1198,Blood Bag (O+ Positive),Blood Bank,4,20,CRITICAL,2027-05-03
HOSP-1687,Tirunelveli Medical College,Tirunelveli,8.7139,77.7567,Ventilator Circuit,Equipment,67,15,Normal,2026-09-26
HOSP-1688,Salem Govt Hospital,Salem,11.6643,78.146,Insulin Vials,Medicine,655,150,Normal,2027-04-20
HOSP-1689,Madurai Medical College,Madurai,9.9252,78.1198,Surgical Gloves (Sterile),Consumables,2489,500,Normal,2027-09-05
HOSP-1690,Rajiv Gandhi Govt General Hospital,Chennai,13.0827,80.2707,N95 Masks,PPE,548,300,Normal,2027-10-04
HOSP-1691,Tirunelveli Medical College,Tirunelveli,8.7139,77.7567,Oxygen Cylinder (B-Type),Respiratory,123,50,Normal,2026-11-27
HOSP-1692,Apollo Speciality Hospitals,Trichy,10.7905,78.7047,Insulin Vials,Medicine,628,150,Normal,2026-02-13
HOSP-1693,Govt Hospital Srivilliputhur,Srivilliputhur,9.5105,77.633,Ventilator Circuit,Equipment,10,15,CRITICAL,2027-09-11
HOSP-1694,Rajiv Gandhi Govt General Hospital,Chennai,13.0827,80.2707,Blood Bag (O+ Positive),Blood Bank,79,20,Normal,2027-07-26
HOSP-1695,Rajiv Gandhi Govt General Hospital,Chennai,13.0827,80.2707,Remdesivir Injection,Medicine,68,100,CRITICAL,2026-10-11
HOSP-1696,Thanjavur Medical College,Thanjavur,10.787,79.1378,Ventilator Circuit,Equipment,19,15,Normal,2027-11-11
HOSP-1697,Madurai Medical College,Madurai,9.9252,78.1198,Remdesivir Injection,Medicine,477,100,Normal,2026-09-16
HOSP-1698,Rajiv Gandhi Govt General Hospital,Chennai,13.0827,80.2707,Insulin Vials,Medicine,664,150,Normal,2027-02-08
HOSP-1699,Tirunelveli Medical College,Tirunelveli,8.7139,77.7567,Oxygen Cylinder (B-Type),Respiratory,191,50,Normal,2026-09-03
HOSP-1700,Salem Govt Hospital,Salem,11.6643,78.146,Ventilator Circuit,Equipment,35,15,Normal,2027-01-04
HOSP-1701,Madurai Medical College,Madurai,9.9252,78.1198,Surgical Gloves (Sterile),Consumables,2107,500,Normal,2026-05-31
HOSP-1702,Thanjavur Medical College,Thanjavur,10.787,79.1378,Paracetamol IV,Medicine,695,200,Normal,2026-02-23
HOSP-1703,Thanjavur Medical College,Thanjavur,10.787,79.1378,Oxygen Cylinder (B-Type),Respiratory,83,50,Normal,2026-04-01
HOSP-1704,Madurai Medical College,Madurai,9.9252,78.1198,Blood Bag (O+ Positive),Blood Bank,75,20,Normal,2026-05-13
HOSP-1705,Salem Govt Hospital,Salem,11.6643,78.146,N95 Masks,PPE,1359,300,Normal,2027-07-26
HOSP-1706,Rajiv Gandhi Govt General Hospital,Chennai,13.0827,80.2707,Ventilator Circuit,Equipment,20,15,Normal,2027-01-06
HOSP-1707,Tirunelveli Medical College,Tirunelveli,8.7139,77.7567,N95 Masks,PPE,1394,300,Normal,2027-01-29
HOSP-1708,Coimbatore Medical College,Coimbatore,11.0168,76.9558,Insulin Vials,Medicine,265,150,Normal,2026-01-04
HOSP-1709,Apollo Speciality Hospitals,Trichy,10.7905,78.7047,N95 Masks,PPE,1063,300,Normal,2027-02-20
HOSP-1710,Thanjavur Medical College,Thanjavur,10.787,79.1378,Oxygen Cylinder (B-Type),Respiratory,65,50,Normal,2026-07-01
HOSP-1711,Madurai Medical College,Madurai,9.9252,78.1198,Remdesivir Injection,Medicine,263,100,Normal,2026-04-09
HOSP-1712,Coimbatore Medical College,Coimbatore,11.0168,76.9558,Surgical Gloves (Sterile),Consumables,1132,500,Normal,2027-10-18
HOSP-1713,Thanjavur Medical College,Thanjavur,10.787,79.1378,Remdesivir Injection,Medicine,480,100,Normal,2027-04-27
HOSP-1714,Apollo Speciality Hospitals,Trichy,10.7905,78.7047,Remdesivir Injection,Medicine,100,100,Normal,2027-05-15
HOSP-1715,Madurai Medical College,Madurai,9.9252,78.1198,Blood Bag (O+ Positive),Blood Bank,93,20,Normal,2026-11-07
HOSP-1716,Salem Govt Hospital,Salem,11.6643,78.146,N95 Masks,PPE,371,300,Normal,2027-04-08
HOSP-1717,Tirunelveli Medical College,Tirunelveli,8.7139,77.7567,Remdesivir Injection,Medicine,147,100,Normal,2026-07-25
HOSP-1718,Rajiv Gandhi Govt General Hospital,Chennai,13.0827,80.2707,Remdesivir Injection,Medicine,439,100,Normal,2027-09-22
HOSP-1719,Coimbatore Medical College,Coimbatore,11.0168,76.9558,N95 Masks,PPE,901,300,Normal,2027-08-30
HOSP-1720,Tirunelveli Medical College,Tirunelveli,8.7139,77.7567,Blood Bag (O+ Positive),Blood Bank,21,20,Normal,2026-05-02
HOSP-1721,Apollo Speciality Hospitals,Trichy,10.7905,78.7047,Insulin Vials,Medicine,303,150,Normal,2027-02-14
HOSP-1722,Tirunelveli Medical College,Tirunelveli,8.7139,77.7567,Ventilator Circuit,Equipment,17,15,Normal,2027-02-14
HOSP-1723,Tirunelveli Medical College,Tirunelveli,8.7139,77.7567,Insulin Vials,Medicine,484,150,Normal,2025-12-29
HOSP-1724,Coimbatore Medical College,Coimbatore,11.0168,76.9558,Remdesivir Injection,Medicine,202,100,Normal,2026-08-01
HOSP-1725,Salem Govt Hospital,Salem,11.6643,78.146,Ventilator Circuit,Equipment,18,15,Normal,2026-01-16
HOSP-1726,Rajiv Gandhi Govt General Hospital,Chennai,13.0827,80.2707,Ventilator Circuit,Equipment,48,15,Normal,2026-12-12
HOSP-1727,Rajiv Gandhi Govt General Hospital,Chennai,13.0827,80.2707,Insulin Vials,Medicine,155,150,Normal,2026-05-26
HOSP-1728,Rajiv Gandhi Govt General Hospital,Chennai,13.0827,80.2707,Remdesivir Injection,Medicine,364,100,Normal,2026-10-19
HOSP-1729,Salem Govt Hospital,Salem,11.6643,78.146,Blood Bag (O+ Positive),Blood Bank,25,20,Normal,2026-04-30
HOSP-1730,Thanjavur Medical College,Thanjavur,10.787,79.1378,Blood Bag (O+ Positive),Blood Bank,72,20,Normal,2027-08-08
HOSP-1731,Thanjavur Medical College,Thanjavur,10.787,79.1378,Oxygen Cylinder (B-Type),Respiratory,167,50,Normal,2027-02-12
HOSP-1732,Madurai Medical College,Madurai,9.9252,78.1198,Ventilator Circuit,Equipment,56,15,Normal,2026-01-09
HOSP-1733,Govt Hospital Srivilliputhur,Srivilliputhur,9.5105,77.633,Ventilator Circuit,Equipment,75,15,Normal,2027-09-02
HOSP-1734,Govt Hospital Srivilliputhur,Srivilliputhur,9.5105,77.633,Ventilator Circuit,Equipment,50,15,Normal,2026-01-01
HOSP-1735,Rajiv Gandhi Govt General Hospital,Chennai,13.0827,80.2707,Paracetamol IV,Medicine,449,200,Normal,2026-02-13
HOSP-1736,Govt Hospital Srivilliputhur,Srivilliputhur,9.5105,77.633,Blood Bag (O+ Positive),Blood Bank,14,20,CRITICAL,2026-11-29
HOSP-1737,Madurai Medical College,Madurai,9.9252,78.1198,Surgical Gloves (Sterile),Consumables,2300,500,Normal,2027-04-23
HOSP-1738,Madurai Medical College,Madurai,9.9252,78.1198,Ventilator Circuit,Equipment,29,15,Normal,2027-08-03
HOSP-1739,Thanjavur Medical College,Thanjavur,10.787,79.1378,Ventilator Circuit,Equipment,14,15,CRITICAL,2026-07-21
HOSP-1740,Thanjavur Medical College,Thanjavur,10.787,79.1378,Paracetamol IV,Medicine,221,200,Normal,2027-05-12
HOSP-1741,Coimbatore Medical College,Coimbatore,11.0168,76.9558,Paracetamol IV,Medicine,741,200,Normal,2027-07-29
HOSP-1742,Apollo Speciality Hospitals,Trichy,10.7905,78.7047,Ventilator Circuit,Equipment,16,15,Normal,2026-05-15
HOSP-1743,Madurai Medical College,Madurai,9.9252,78.1198,Insulin Vials,Medicine,280,150,Normal,2027-05-21
HOSP-1744,Madurai Medical College,Madurai,9.9252,78.1198,N95 Masks,PPE,409,300,Normal,2027-09-28
HOSP-1745,Rajiv Gandhi Govt General Hospital,Chennai,13.0827,80.2707,Oxygen Cylinder (B-Type),Respiratory,60,50,Normal,2026-09-28
HOSP-1746,Tirunelveli Medical College,Tirunelveli,8.7139,77.7567,Ventilator Circuit,Equipment,24,15,Normal,2027-10-17
HOSP-1747,Rajiv Gandhi Govt General Hospital,Chennai,13.0827,80.2707,Surgical Gloves (Sterile),Consumables,586,500,Normal,2026-01-14
HOSP-1748,Govt Hospital Srivilliputhur,Srivilliputhur,9.5105,77.633,Remdesivir Injection,Medicine,67,100,CRITICAL,2027-10-12
HOSP-1749,Tirunelveli Medical College,Tirunelveli,8.7139,77.7567,Remdesivir Injection,Medicine,127,100,Normal,2026-05-29
HOSP-1750,Tirunelveli Medical College,Tirunelveli,8.7139,77.7567,Surgical Gloves (Sterile),Consumables,900,500,Normal,2027-04-22
HOSP-1751,Thanjavur Medical College,Thanjavur,10.787,79.1378,Insulin Vials,Medicine,738,150,Normal,2026-06-20
HOSP-1752,Coimbatore Medical College,Coimbatore,11.0168,76.9558,Oxygen Cylinder (B-Type),Respiratory,66,50,Normal,2026-01-31
HOSP-1753,Govt Hospital Srivilliputhur,Srivilliputhur,9.5105,77.633,Paracetamol IV,Medicine,752,200,Normal,2026-12-30
HOSP-1754,Tirunelveli Medical College,Tirunelveli,8.7139,77.7567,Insulin Vials,Medicine,234,150,Normal,2027-11-05
HOSP-1755,Rajiv Gandhi Govt General Hospital,Chennai,13.0827,80.2707,Remdesivir Injection,Medicine,444,100,Normal,2026-12-06
HOSP-1756,Rajiv Gandhi Govt General Hospital,Chennai,13.0827,80.2707,Blood Bag (O+ Positive),Blood Bank,44,20,Normal,2026-12-01
HOSP-1757,Madurai Medical College,Madurai,9.9252,78.1198,Insulin Vials,Medicine,625,150,Normal,2027-07-18
HOSP-1758,Tirunelveli Medical College,Tirunelveli,8.7139,77.7567,Surgical Gloves (Sterile),Consumables,1130,500,Normal,2026-09-24
HOSP-1759,Apollo Speciality Hospitals,Trichy,10.7905,78.7047,Remdesivir Injection,Medicine,442,100,Normal,2027-09-26
HOSP-1760,Thanjavur Medical College,Thanjavur,10.787,79.1378,Blood Bag (O+ Positive),Blood Bank,58,20,Normal,2026-10-13
HOSP-1761,Tirunelveli Medical College,Tirunelveli,8.7139,77.7567,Ventilator Circuit,Equipment,15,15,Normal,2027-06-19
HOSP-1762,Coimbatore Medical College,Coimbatore,11.0168,76.9558,Surgical Gloves (Sterile),Consumables,776,500,Normal,2027-09-07
HOSP-1763,Tirunelveli Medical College,Tirunelveli,8.7139,77.7567,Insulin Vials,Medicine,539,150,Normal,2026-06-28
HOSP-1764,Govt Hospital Srivilliputhur,Srivilliputhur,9.5105,77.633,Surgical Gloves (Sterile),Consumables,2366,500,Normal,2026-04-04
HOSP-1765,Apollo Speciality Hospitals,Trichy,10.7905,78.7047,Paracetamol IV,Medicine,561,200,Normal,2026-09-17
HOSP-1766,Tirunelveli Medical College,Tirunelveli,8.7139,77.7567,Blood Bag (O+ Positive),Blood Bank,72,20,Normal,2027-08-27
HOSP-1767,Govt Hospital Srivilliputhur,Srivilliputhur,9.5105,77.633,Oxygen Cylinder (B-Type),Respiratory,96,50,Normal,2027-03-11
HOSP-1768,Rajiv Gandhi Govt General Hospital,Chennai,13.0827,80.2707,Paracetamol IV,Medicine,912,200,Normal,2026-11-22
HOSP-1769,Tirunelveli Medical College,Tirunelveli,8.7139,77.7567,Oxygen Cylinder (B-Type),Respiratory,166,50,Normal,2027-10-15
HOSP-1770,Thanjavur Medical College,Thanjavur,10.787,79.1378,Blood Bag (O+ Positive),Blood Bank,20,20,Normal,2026-11-09
HOSP-1771,Madurai Medical College,Madurai,9.9252,78.1198,Ventilator Circuit,Equipment,15,15,Normal,2026-12-29
HOSP-1772,Apollo Speciality Hospitals,Trichy,10.7905,78.7047,Ventilator Circuit,Equipment,16,15,Normal,2027-10-26
HOSP-1773,Rajiv Gandhi Govt General Hospital,Chennai,13.0827,80.2707,Ventilator Circuit,Equipment,56,15,Normal,2027-01-26
HOSP-1774,Thanjavur Medical College,Thanjavur,10.787,79.1378,Surgical Gloves (Sterile),Consumables,586,500,Normal,2026-04-18
HOSP-1775,Tirunelveli Medical College,Tirunelveli,8.7139,77.7567,Oxygen Cylinder (B-Type),Respiratory,116,50,Normal,2027-09-15
HOSP-1776,Coimbatore Medical College,Coimbatore,11.0168,76.9558,Ventilator Circuit,Equipment,4,15,CRITICAL,2026-03-01
HOSP-1777,Madurai Medical College,Madurai,9.9252,78.1198,Remdesivir Injection,Medicine,178,100,Normal,2027-10-11
HOSP-1778,Rajiv Gandhi Govt General Hospital,Chennai,13.0827,80.2707,Blood Bag (O+ Positive),Blood Bank,54,20,Normal,2027-03-11
HOSP-1779,Salem Govt Hospital,Salem,11.6643,78.146,Surgical Gloves (Sterile),Consumables,1088,500,Normal,2026-03-28
HOSP-1780,Madurai Medical College,Madurai,9.9252,78.1198,Surgical Gloves (Sterile),Consumables,677,500,Normal,2026-08-08
HOSP-1781,Coimbatore Medical College,Coimbatore,11.0168,76.9558,Blood Bag (O+ Positive),Blood Bank,38,20,Normal,2027-09-13
HOSP-1782,Tirunelveli Medical College,Tirunelveli,8.7139,77.7567,Ventilator Circuit,Equipment,51,15,Normal,2026-05-28
HOSP-1783,Salem Govt Hospital,Salem,11.6643,78.146,Ventilator Circuit,Equipment,8,15,CRITICAL,2027-04-28
HOSP-1784,Thanjavur Medical College,Thanjavur,10.787,79.1378,Remdesivir Injection,Medicine,194,100,Normal,2026-11-03
HOSP-1785,Salem Govt Hospital,Salem,11.6643,78.146,Surgical Gloves (Sterile),Consumables,847,500,Normal,2027-07-18
HOSP-1786,Coimbatore Medical College,Coimbatore,11.0168,76.9558,Insulin Vials,Medicine,274,150,Normal,2027-07-22
HOSP-1787,Tirunelveli Medical College,Tirunelveli,8.7139,77.7567,Surgical Gloves (Sterile),Consumables,155,500,CRITICAL,2027-11-01
HOSP-1788,Madurai Medical College,Madurai,9.9252,78.1198,Surgical Gloves (Sterile),Consumables,2297,500,Normal,2026-08-29
HOSP-1789,Rajiv Gandhi Govt General Hospital,Chennai,13.0827,80.2707,Ventilator Circuit,Equipment,21,15,Normal,2026-12-02
HOSP-1790,Salem Govt Hospital,Salem,11.6643,78.146,Oxygen Cylinder (B-Type),Respiratory,88,50,Normal,2027-09-28
HOSP-1791,Salem Govt Hospital,Salem,11.6643,78.146,Oxygen Cylinder (B-Type),Respiratory,137,50,Normal,2026-06-27
HOSP-1792,Rajiv Gandhi Govt General Hospital,Chennai,13.0827,80.2707,Insulin Vials,Medicine,392,150,Normal,2027-06-11
HOSP-1793,Govt Hospital Srivilliputhur,Srivilliputhur,9.5105,77.633,Ventilator Circuit,Equipment,44,15,Normal,2027-02-17
HOSP-1794,Govt Hospital Srivilliputhur,Srivilliputhur,9.5105,77.633,Insulin Vials,Medicine,541,150,Normal,2027-08-15
HOSP-1795,Coimbatore Medical College,Coimbatore,11.0168,76.9558,Ventilator Circuit,Equipment,10,15,CRITICAL,2027-02-21
HOSP-1796,Tirunelveli Medical College,Tirunelveli,8.7139,77.7567,Remdesivir Injection,Medicine,481,100,Normal,2026-09-27
HOSP-1797,Tirunelveli Medical College,Tirunelveli,8.7139,77.7567,Remdesivir Injection,Medicine,376,100,Normal,2027-02-17
HOSP-1798,Govt Hospital Srivilliputhur,Srivilliputhur,9.5105,77.633,Insulin Vials,Medicine,423,150,Normal,2027-07-18
HOSP-1799,Salem Govt Hospital,Salem,11.6643,78.146,Remdesivir Injection,Medicine,14,100,CRITICAL,2026-01-25
HOSP-1800,Madurai Medical College,Madurai,9.9252,78.1198,Ventilator Circuit,Equipment,61,15,Normal,2027-07-31
HOSP-1801,Apollo Speciality Hospitals,Trichy,10.7905,78.7047,Oxygen Cylinder (B-Type),Respiratory,157,50,Normal,2026-07-25
HOSP-1802,Tirunelveli Medical College,Tirunelveli,8.7139,77.7567,Oxygen Cylinder (B-Type),Respiratory,158,50,Normal,2027-08-07
HOSP-1803,Govt Hospital Srivilliputhur,Srivilliputhur,9.5105,77.633,Insulin Vials,Medicine,34,150,CRITICAL,2027-08-12
HOSP-1804,Coimbatore Medical College,Coimbatore,11.0168,76.9558,Oxygen Cylinder (B-Type),Respiratory,233,50,Normal,2026-09-18
HOSP-1805,Thanjavur Medical College,Thanjavur,10.787,79.1378,N95 Masks,PPE,690,300,Normal,2027-09-16
HOSP-1806,Rajiv Gandhi Govt General Hospital,Chennai,13.0827,80.2707,Ventilator Circuit,Equipment,20,15,Normal,2026-09-22
HOSP-1807,Govt Hospital Srivilliputhur,Srivilliputhur,9.5105,77.633,Insulin Vials,Medicine,58,150,CRITICAL,2027-06-11
HOSP-1808,Govt Hospital Srivilliputhur,Srivilliputhur,9.5105,77.633,Blood Bag (O+ Positive),Blood Bank,67,20,Normal,2027-07-10
HOSP-1809,Salem Govt Hospital,Salem,11.6643,78.146,Ventilator Circuit,Equipment,69,15,Normal,2026-08-21
